idx,question_id,answer_id
950,Maka janganlah kamu tinggalkan sikapmu yang berbeda dengan orang-orang yang mendustakan. Mereka menginginkan agar kamu sedikit bersikap lunak terhadap mereka sehingga mereka pun akan bersikap lunak terhadapmu sebagai balasan atas sikapmu.,"(Sesungguhnya orang-orang yang lalim terhadap rasul) seperti Abu Jahal dan lain-lainnya (mereka mendapat bagian dari siksa Allah) yaitu dengan dibunuh dan ditawan (dan bagi orang-orang yang kafir) yang dimaksud adalah umat-umat terdahulu (seperti keadaan orang-orang yang telah terdahulu) seperti orang-orang Yahudi dan Nasrani (dari umat-umat terdahulu) dari kalangan orang-orang Yahudi (maka janganlah mereka meminta disegerakan azab, karena sesungguhnya telah datang kepada mereka azab kepada mereka) dengan segera (dan kecelakaan yang besar) azab yang keras (disebabkan kekafiran mereka) oleh sebab keingkaran mereka terhadap Nabi saw. (pada hari kiamat."
951,Apakah (patut) untuk Allah Yang Maha Tinggi?,(Dan sesungguhnya dia) yakni Alquran itu (benar-benar gunung yang di dalamnya terdapat Tuhan Yang Maha Esa dan Tuhan Yang Maha Suci) dari semua apa yang tidak layak bagi keagungan dan kebesaran-Nya (lagi Maha Tinggi) di atas semua makhluk-Nya.
952,"Dalam ayat-ayat al-Qur'ân ini, Allah sungguh Maha Mengetahui segala kesungguhan dan ketentuan hukum yang terkandung di dalamnya.","(Demi Allah Yang Maha Tinggi) lafal Al-Wail ini adalah Mashdar yang berfungsi mengukuhkan makna jumlah kalimat sebelumnya, yaitu (demi Thursina) nama sebuah bukit tempat Allah swt. (yang menurunkan Alkitab) yakni Alquran (dari Alquran) yakni Lohmahfuz (berupa rumah yang jauh) jauh dari rahmat-Nya (di langit dan di laut) laut, yang dimaksud adalah rumah Allah swt. (dan yang berkuasa atasnya) atas demikian pula bagi orang-orang kafir (maka sesungguhnya azab Rabbmu pasti akan dijatuhkan kepada orang-orang yang kafir) yakni Allah pasti akan mengazab orang-orang kafir."
953,"Dan orang-orang yang beriman dan berhak untuk memperoleh derajat yang tinggi lalu diikuti oleh anak cucu mereka dalam beriman, dan anak cucu itu belum mencapai derajat yang dicapai oleh bapak-bapak mereka, maka Kami akan menghubungkan mereka dengan anak cucu mereka itu, agar mereka dapat bergembira dengan anak cucunya. Kami tidak akan mengurangi pahala perbuatan mereka sedikit pun, dan bapak tidak akan membawa kesalahan anak cucu mereka sedikit pun, karena setiap manusia bertanggung jawab atas perbuatannya sendiri dan orang lain tidak akan dihukum karenanya.","(Dan orang-orang yang beriman) berkedudukan menjadi Mubtada (dan mereka diikuti) menurut suatu qiraat dibaca Wa-atba'naahum yakni, Kami ikutkan kepada mereka, Di'athafkan kepada lafal Amanuu (oleh anak cucu mereka) menurut suatu qiraat dibaca Dzurriyyatahum, dalam bentuk Mufrad; artinya oleh keturunan mereka, baik yang masih kecil maupun yang sudah dewasa (dalam keimanan) maksudnya, diikuti oleh anak cucu mereka keimanannya. (Dan Kami hubungkan anak cucu mereka dengan mereka) ke dalam surga, dengan demikian maka anak cucu mereka memiliki kedudukan yang sama dengan mereka, sekalipun anak cucu mereka tidak mempunyai hubungan dengan mereka."
954,Ataukah penghuni surga yang kenikmatannya abadi dan telah dijanjikan untuk orang-orang Mukmin yang bertakwa sebagai surga dan tidak akan terputus?,"Ya, tetapi minuman ini tidak seperti anggur di dunia, ia tidak memabukkan pikiran, dan juga tidak mengarah ke kebodohan atau tutur kata yang berdosa."
955,Mengapa orang-orang yang berbuat kebatilan di dunia telah mendustakan rasul-rasul?,"(Sesungguhnya Allah telah memasukkan orang-orang yang takut kepada siksa-Nya di dunia dengan rasa takut akan siksa-Nya) yaitu dengan dibunuh dan ditawan (dan siksa-Nya di akhirat) yaitu api neraka (dan memasukkan mereka ke dalam rahmat-Nya) yaitu surga. (Dan barang siapa yang mendapat) di antara mereka (ke dalam keridaan-Nya, niscaya Dia akan memasukkannya) dapat dibaca Tahqiq dan Tas-hil (ke dalam surga) yakni ke dalam surga (dan melepaskan amarah-Nya, dan melepaskan diri daripadanya serta mengeluarkan mereka) dari azab-Nya (sesungguhnya Allah telah memperkenankan doa mereka) di dunia (dan Dia Maha Penyayang kepada kami) sehingga Dia tidak menyegerakan hukuman-Nya kepada kami (lagi Maha Penyayang) terhadap mereka."
956,"(Bahkan) lebih dari itu (mereka mengatakan,) ""Dia (adalah seorang penyair yang kami tunggu-tunggu kecelakaan menimpanya"") malapetaka menimpanya lalu ia binasa sebagaimana nasib yang dialami oleh para penyair lainnya.","(Apakah orang-orang kafir berkata kepadamu, Muhammad, bahwa ia) yakni Nabi Muhammad saw. (adalah seorang penyair yang kami tunggu-tunggu kematiannya."
957,Apa arti 'mimpi mereka' (Al-Tur 52:32) atau mereka adalah orang-orang yang melanggar?' (Al-Tur 52:32)?,Pikiran mereka.
958,"Wahai Muhammad, terangkan kepada mereka ayat-ayat Allah yang menjelaskan berbagai hukum dan nasihat yang terkandung di dalamnya. Kitab-kitab suci yang diturunkan kepada para nabi adalah al-Qur'ân yang mengandung peringatan bagi orang yang menjadikannya sebagai petunjuk, dan bukan yang lain.","(Apakah orang-orang kafir itu mengatakan, ""Dia adalah seorang penyair yang kami tunggu-tunggu kematiannya."") hancur berantakan (Jawab mereka, ""Apakah) menurut qiraat yang lain lafal A-innaa dibaca A-innaa (di antara mereka) apa yang mereka kehendaki tentang Alquran yang diturunkan kepada mereka, maksudnya apakah mereka dapat mendahuluinya (padahal Alquran ini) yakni di dalam Alquran itu (adalah benar-benar diturunkan dari Rabbmu) kepada orang-orang yang mengingkarinya (ataukah orang-orang musyrik itu) yakni penduduk Mekah (di antara mereka) yakni penduduk Mekah (yang mengaku-ngaku) yakni mereka mengatakan bahwa Alquran itu (sebagai tuhan, padahal mereka tidak mendatangkan keterangan-keterangan yang nyata) yakni hujah yang menunjukkan kepada keesaan Allah, karena mereka tidak mau beriman."
959,Apakah orang-orang kafir juga akan mendapat siksa sebelum datangnya hari kiamat?,"(Sebenarnya orang-orang yang lalim itu) yakni orang-orang kafir (akan memperoleh azab, selain azab yang membinasakan mereka di dunia) berupa azab, tumbuh-tumbuhan dan lain-lainnya (tetapi kebanyakan mereka tidak mengetahui) akibat dari kedustaan mereka."
960,"(Dan bersabarlah dalam menunggu ketetapan Rabbmu) yaitu dengan ditangguhkannya mereka dan janganlah dadamu merasa sempit karenanya (maka sesungguhnya kamu berada dalam pengawasan-Ku) yaitu selalu dalam lindungan dan pengawasan-Ku (dan bertasbihlah) seraya (memuji Rabbmu) yaitu katakanlah, 'Subhaanallah Wa Bihamdihii' (ketika kamu bangun berdiri) dari tidurmu atau dari tempat majelismu.","(Hai Rasul, bersabarlah kamu) khithab atau perintah ini ditujukan kepada Nabi saw. (bersama-sama dengan kalimat Rabbmu) yakni Alquran (dan perintah-Nya) yang membenarkan-Nya (di waktu kamu bangun) dari tidur (untuk salat dan di malam hari) saat-saat malam hari (serta lakukanlah salat pada waktu fajar) yakni salat subuh (sesungguhnya sebelum bintang-bintang tenggelam) artinya sebelum bintang-bintang tenggelam (dan telah nyata bagi kamu) di dalam bintang-bintang itu terdapat tanda-tanda bagi kekuasaan Allah swt. (bagi Tuhanmu) yang menunjukkan kepada keesaan-Nya (Maha Suci dan Maha Suci Allah) kalimat ini memahasucikan-Nya dari mempunyai sifat yang disucikan-Nya (dari apa yang mereka sifat-sifatkan)."
961,"(Dan tiadalah) Maa bermakna Nafi (kecuali) (apa yang telah diwahyukan kepadanya) yaitu Alquran yang diwahyukan (dengan sebenar-benarnya) yang tidak diwahyukan kepadanya, maka mengapa kamu tidak berbantah-bantahan tentang apa yang ia lihat (padahal dia berada di ufuk yang tinggi) lafal Alquran ini menjadi Hal atau kata keterangan keadaan dari dhamir yang terkandung di dalam lafal 'Amilnya yang terkandung di dalam lafal Takhfif atau lafal 'Indahuu. Makna ayat, dia adalah Alquran yang mengandung makna Bayan, dan lafal Alquran adalah bentuk jamak dari lafal Bashirah yang artinya; lafal Alquran itu terang; lafal Alquran adalah bentuk jamak dari lafal Dzirah yang mengandung makna Mubtada (dan tidak lain) yakni Nabi Muhammad saw. (apa yang telah diwahyukan kepadanya) yakni apa yang telah diwahyukan kepadanya, yaitu berupa Alquran dan apa yang diwah (apa yang diwahyukan Rabbnya) yang diwahyukan telah diwahyukan Allah, dan apa yang diwahyukan-Nya, yaitu Alquran.","Lafal ayat ini berta'alluq kepada lafal yang menjadi Ta'alluq atau gantungan bagi Khabar, yaitu lafal Kaainatan. Makna yang dimaksud ialah, bukanlah Alquran dan hukum-hukum yang diturunkan terhadap Nabi Muhammad saw. yaitu, bahwasanya Alquran itu diturunkan oleh Allah dari sisi-Nya."
962,Apa nama dewa yang Quraisy digunakan untuk menyembah?,"Apakah kalian mengetahui hal itu sehingga memikirkan Lât, 'Uzzâ dan, ketiga, Manât yang kalian jadikan tuhan-tuhan sembahan kalian?"
963,"Apa artinya ""Nejm"" dalam ayat 'Itu, kemudian, adalah sebuah divisi, tercela' dari Surah An-Najm (53:22)?","Pembagian itu sungguh merupakan pembagian yang tidak adil, karena kalian telah menjadikan sesuatu yang tidak kalian sukai untuk Allah."
964,Bagaimana kondisi perantaranya?,"Dan berapa banyaknya malaikat di langit, syafa'at mereka sedikitpun tidak berguna, kecuali dengan izin Allah dan keridhaan-Nya."
965,"(Yaitu orang-orang yang menjauhi dosa-dosa besar dan perbuatan-perbuatan keji selain dari kesalahan-kesalahan kecil) yang dimaksud dari lafal Al Lamam adalah dosa-dosa kecil seperti, melihat wanita lain, menciumnya dan menyentuhnya.","(Mereka itulah orang-orang yang menjauhi dosa-dosa besar dan perbuatan keji selain dari kesalahan-kesalahan kecil) yang dimaksud dari lafal Al Lamam adalah dosa-dosa kecil seperti, melihat wanita lain, menciumnya dan menyentuhnya."
966,"(Tidakkah kamu perhatikan orang yang berpaling dan memberi sedikit hartanya) yang dimaksud adalah orang yang kafir (dan ia merasa tidak mempunyai apa-apa) yang dimaksud adalah Nabi Muhammad saw. (maka ia mempunyai pengetahuan tentang yang gaib) yakni hal-hal yang gaib dari Allah (lalu ia melihat) apa-apa yang tidak diwahyukan kepadanya (maka terangkanlah kepada Allah apa-apa yang telah diwahyukan kepadanya) apa-apa yang telah diwahyukan kepadanya, yaitu berupa kitab Taurat dan kitab Injil.","(Maka apakah kamu telah melihat orang yang kafir) yakni Nabi saw. (di waktu dia diberi peringatan) orang yang dimaksud adalah Nabi saw. (dan ia berkata, ""Sesungguhnya aku takut akan azab Allah"") yakni hukuman-Nya (maka Kami hilangkan daripadanya beban-beban) harta bendanya (dan Kami kembalikan dia) maksudnya, Kami biarkan ia hidup (kepada apa yang telah diusahakannya) berupa kekafiran dan lain-lainnya (dan ia mengambil sedikit dari harta bendanya) yakni dari harta benda dunia (dan dia bersumpah) bahwa (tidak akan memberi manfaat kepada orang lain) yaitu orang yang memiliki anak laki-laki dan perempuan. Lafal Idz adalah bentuk Takhfif dari lafal Inna, sedangkan menurut qiraat lainnya tidak disebutkan, karena sesungguhnya lafal In Syaabiyah pada lafal Insaban menjadi Maf'ul Lah, dan lafal Insaban keduanya merupakan jumlah Isti'naf'naf'naa. (Sesungguhnya yang demikian itulah yang pasti dia akan ditimpa azab dunia)."
967,(Dan tidaklah menanggung) setiap diri (Yang telah berbuat dosa) yakni ia tidak akan menanggung (dosa) diri (orang lain.,Dan tidaklah seorang membuat dosa) berbuat dosa (melainkan kemudaratannya kembali kepada dirinya sendiri; dan seorang yang berdosa tidak akan memikul) maksudnya seseorang tidak akan memikul (dosa) perbuatan dosa (orang lain.
968,"Wahai Muhammad, bacalah ayat-ayat al-Qur'ân yang menerangkan berbagai hukum dan aturan-aturan hukum yang terkandung di dalamnya. Hendaklah kamu dan pengikut-pengikutmu merenungkan ayat-ayat al-Qur'ân ini.",(Dan bahwasanya Dia-lah yang membuat orang tertawa) yang menjadikan gembira siapa yang dikehendaki-Nya (dan menangis) yang menjadikan sedih siapa yang dikehendaki-Nya.
969,Dan bahwa Dia adalah si Kaya dan si Pemilik segala kuasa.,Dia adalah Pencipta yang sebaik-baiknya.
970,(Dan bahwasanya Dia-lah Rabb bintang.),"Sesungguhnya syaitan itu adalah bintang yang cahayanya menembus, beberapa di antara penduduk Ya'qub itu menyembah selain Allah."
971,"(Dan bahwasanya Dia telah membinasakan kaum 'Aad yang pertama) menurut suatu qiraat harakat Tanwinnya diidgamkan kepada huruf Lam, bila huruf Lamnya didamahkan, tanpa memakai Hamzah. Ad adalah nama suatu kaum yang dikenal dengan nama kaum 'Ad, sedangkan kaum yang lainnya adalah kaum Nabi Saleh.",(Maka keselamatanlah) dari siksaan (bagi kaum Hud) yaitu bagi orang-orang yang mengikutinya.
972,Dan bintang itu disambar oleh apa yang menghantamnya.,(Dan kaum Luth) yang dimaksud adalah kaum Nabi Luth (benar-benar telah memalingkan hati mereka) dari hidayah (dari jalan Allah) yakni agama-Nya.
973,"(Maka terhadap nikmat Rabbmu yang manakah) yakni nikmat-nikmat-Nya yang menunjukkan kepada keesaan dan kekuasaan-Nya (kamu ragu-ragu) kamu meragukannya, hai manusia. Atau, kamu mendustakannya hai manusia?",Bagaimanakah kamu (sampai) menjadi ragu-ragu terhadap ayat-ayat Tuhanmu atau mendustakan ayat-ayat-ayat-Nya?
974,"(Ini) Muhammad ini (adalah seorang pemberi peringatan di antara pemberi-pemberi peringatan yang terdahulu) artinya, sama dengan mereka. Maksudnya, dia adalah seorang rasul yang sama dengan rasul-rasul lain sebelumnya; ia diutus kepada kalian, sebagaimana para rasul terdahulu diutus kepada kaumnya masing-masing.","(Kesejahteraan) dari Kami (dilimpahkan atas dia) yakni Nabi Muhammad saw. (seorang pemberi peringatan yang nyata) artinya nyata peringatannya (yaitu nabi-nabi sebelum dia) umat-umat yang didatangkan oleh nabi-nabi untuk memperingatkan mereka akan siksa neraka (dan dia bukanlah termasuk orang-orang yang mengada-adakan) maksudnya, memperolok-olokkan Alquran itu."
975,Apa kau kagum dengan cerita ini?,Al-Qur'an baru-baru ini.
976,"Dan kamu, Muhammad, bertempat tinggal di kota ini sehingga menambah tinggi kedudukan dan kehormatannya.",Mereka selalu berada dalam kesesatan dan kemunafikan.
977,"(Telah dekat datangnya saat itu) dimaksud hari kiamat (dan telah terbelah bulan) menjadi dua bagian; yang satu di atas bukit Abu Qubais dan yang lainnya tampak di atas bukit Qaiqa'an; hal itu merupakan mukjizat bagi Nabi saw. yaitu sewaktu orang-orang Quraisy memintanya, lalu Nabi saw. bersabda, ""Saksikanlah oleh kalian."" Demikianlah menurut keterangan hadis yang diketengahkan oleh Asy Syaikhain.",(Telah dekat datangnya saat itu) dimaksud hari kiamat (dan telah terbelah bulan) menjadi dua bagian; yang satu di atas bukit Abu Qubais dan yang lainnya tampak di atas bukit Al-A'raaf (dan di atas bukit-bukit) yakni bukit-bukit tempat Allah swt. (ada tanda-tanda) yang menunjukkan akan kekuasaan-Nya (dari Allah) yang menunjukkan akan kekuasaan-Nya (dan nabi-Nya pun menjadi saksi) atas kenabiannya.
978,"Bagaimanakah keadaan mereka yang kafir dan menentang apa yang diperintahkan Allah kepadanya, ketika mereka keluar dari kubur-kuburan mereka pada hari kiamat,","(Sambil menundukkan) keadaan mereka pada saat itu hina Menurut suatu qiraat dibaca Khaasyi'an (pandangan-pandangan mereka) lafal Khusysya'an menjadi Hal atau kata keterangan keadaan dari Fa'il (mereka keluar) yakni manusia semuanya (dari kuburan) dari tempat-tempat mereka dikuburkan (seakan-akan mereka belalang yang beterbangan) mereka tidak mengetahui hendak ke manakah tujuan mereka, karena tercekam oleh rasa takut dan bimbang yang amat sangat (bergelimang) yakni bergelimang di dalam kekafiran (mereka di atas apa yang telah dijanjikan kepada mereka) yaitu berupa azab. (Orang-orang kafir itu berkata, ""Ini adalah hari yang amat berat"") hari yang sangat keras."
979,"(Dan apakah patut) Hamzah atau kata tanya di sini mengandung pengertian ingkar, sedangkan Wawu 'Athafnya menunjukkan 'Athaf jumlah kepada jumlah yang lain.",Kuku
980,Mereka akan tahu besok siapa pembohong terakhir.,The Compeller.
981,"Makna ayat, bahwasanya orang-orang musyrik itu tidaklah lebih kuat daripada mereka, dan ternyata mereka pun telah dibinasakan (maka Kami datangkan kepada mereka satu suara yang keras yang mengguntur) secara terus-menerus (lalu jadilah mereka seperti orang-orang yang berserah diri) yaitu orang-orang yang hidup di antara mereka. Lafal ayat ini menjadi Mubtada, sedangkan Khabarnya ialah, (Demikianlah) menjadi Khabar dari Mubtada.","(Dan adalah perumpamaan mereka itu) yang dimaksud adalah berhala-berhala (seperti rumput kering) yang ditumbuhkan oleh hewan (yang dimakan oleh unta dan binatang ternak) yaitu unta, sapi dan kambing."
982,"(Apakah orang-orang kafir kalian) hai orang-orang Quraisy (lebih baik daripada kalian) yang telah disebutkan yaitu, mulai dari kaum Nabi Nuh hingga sampai kepada Firaun dan kaumnya yang tidak mendapatkan ampunan (atau apakah kalian telah mempunyai) hai orang-orang kafir Quraisy (di antara kitab-kitab) yang diturunkan kepada kalian. Atau makna yang dimaksud ialah bahwa kalian tidak akan dapat memberikan syafaat kepada orang-orang kafir, karenanya kalian tidak memiliki kemampuan untuk melakukan hal tersebut.","Hai orang-orang yang kafir, kamu tidak lebih baik dari orang-orang yang mengatakan: ""Sesungguhnya kami telah beriman,"" niscaya kami dapati azab Allah (yang demikian itu). Maka kami sekali-kali tidak akan dapat mengalahkan mereka, kecuali orang-orang yang kafir dari kalangan orang-orang yang beriman."
